"title_name","address1","address2","city","region","country","postalCode","competition_corner","price","priceCurrency","organizer","type_description","contact_details","startDate","startMonth","startYear","endDate","endMonth","endYear","page_url"
"Festivus Games Fall 2022 @ Chalk Dirty CrossFit","Chalk dirty CrossFit","2326 Hibiscus Dr ","Edgewater","FL","United States","32132","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7471/details"
"Festivus Games Fall 2022 @ Change Now CrossFit","Change Now CrossFit","611 E. 99th Street","Kansas City","MO","United States","64131","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7481/details"
"Festivus Games Fall 2022 @ Sheyenne River CrossFit","Sheyenne River CrossFit","619 10th Street NE, Suite 6","West Fargo","ND","United States","58078","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7494/details"
"Festivus Games Fall 2022 @ CrossFit Asheboro","CrossFit Asheboro","712 East Dixie Drive","Asheboro","NC","United States","27203","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7500/details"
"Festivus Games Fall 2022 @ CrossFit Velox","CrossFit Velox","504 W. 20th Street","Elk City","OK","United States","73644","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7501/details"
"Festivus Games Fall 2022 @ Cornerstone Barbell","Cornerstone Barbell","3216 S. Turnpike Drive","Wichita","KS","United States","67213","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7504/details"
"Festivus Games Fall 2022 @ CrossFit 906","CrossFit 906","610 Lakeshore Drive","Ishpeming","MI","United States","49849","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7506/details"
"Festivus Games Fall 2022 @ Rocky Point Fitness","Rocky Point Fitness Club","1574 Booth Avenue","Coquitlam","BC","Canada","V3K1B9","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7513/details"
"Festivus Games Fall 2022 @ CrossFit Raeford","CrossFit Raeford","230 Lindsey Road","Raeford","NC","United States","28376","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7523/details"
"Festivus Games Fall 2022 @ DBG CrossFit","DBG CrossFit","3821 Gaskins Road","Henrico","VA","United States","23233","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7535/details"
"Festivus Games Fall 2022 @ Iron Hawk CrossFit","Iron Hawk CrossFit","1375 Riparian Drive","Columbia Falls","MT","United States","59912","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7555/details"
"Festivus Games Fall 2022 @ Risen Strength CrossFit","Risen Strength CrossFit","2106 NW 67th Place, Suite 11","Gainesville","FL","United States","32653","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7616/details"
"Festivus Games Fall 2022 @ Performance Initiatives","Performance Initiatives","2653 Causton Bluff Road","Savannah","GA","United States","31404","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7617/details"
"Festivus Games Fall 2022 @ Crossfit Excursion","CrossFit Excursion","60 Walnut Street","Johnstown","PA","United States","15901","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7618/details"
"Festivus Games Fall 2022 @ NorthStar CrossFit","NorthStar CrossFit","20134 Heron Way, Suite 104","Lakeville","MN","United States","55044","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7620/details"
"Festivus Games Fall 2022 @ Next Generation CrossFit","Next Generation CrossFit","7709 E. 42nd Place, ","Tulsa","OK","United States","74145","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7621/details"
"Festivus Games Fall 2022 @ CrossFit Billings","CrossFit Billings","1428 Grand Avenue","Billings","MT","United States","59102","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7622/details"
"Festivus Games Fall 2022 @ Trinity Fitness Lincoln","Trinity Fitness Lincoln","3601 N. 25th Street, Suite A","Lincoln","NE","United States","68521","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7624/details"
"Festivus Games Fall 2022 @ Chaka CrossFit","Chaka CrossFit","32 8th Street, Suite 11","New Cumberland","PA","United States","17070-1679","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7632/details"
"Festivus Games Fall 2022 @ Iridium CrossFit","Iridium CrossFit","2316 230th Street, Suite 102","Ames","IA","United States","50014","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7633/details"
"Festivus Games Fall 2022 @ Griffin Training Center","Griffin Training Center","401 W. Huntington Avenue","Jonesboro","AR","United States","72401","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7634/details"
"Festivus Games Fall 2022 @ CrossFit Connection","CrossFit Connection","845 Harrington Court, Unit 5","Burlington","ON","Canada","L7N3P3","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7635/details"
"Festivus Games Fall 2022 @ CrossFit 222","CrossFit 222","2104 Button Lane, Unit 8","La Grange","KY","United States","40031","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7648/details"
"Festivus Games Fall 2022 @ Plus Ultra Fitness","Plus Ultra Fitness","122 E. Collins Road","Fort Wayne","IN","United States","46825","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7659/details"
"Festivus Games Fall 2022 @ Validus Fitness","Validus Fitness","40 Engelhard Dr., Unit 7","Aurora","ON","Canada","L4g6x6","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7668/details"
"Festivus Games Fall 2022 @ Fuel Fitness","Fuel Fitness","4005 7th Avenue","Lethbridge","AB","Canada","T1J1C3","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7670/details"
"Festivus Games Fall 2022 @ Forge Training","Forge Training","105 - 989 Johnson Street","Victoria","BC","Canada","V8V 0E3","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7681/details"
"Festivus Games Fall 2022 @ MilDawg Strength and Conditioning","MilDawg Strength & Conditioning","326 Williamson Road","Philadelphia","MS","United States","39350","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7688/details"
"Festivus Games Fall 2022 @ CrossFit HUSH","CrossFit HUSH","24053 534th Avenue","Austin","MN","United States","55912","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7694/details"
"Festivus Games Fall 2022 @ The Box","The Box","416 N. Florence Street","Casa Grande","AZ","United States","85122","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7695/details"
"Festivus Games Fall 2022 @ LEAF","LEAF","525 N. Piere Street","Wenatchee","WA","United States","98801","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7719/details"
"Wodtoberfest","Standard Strength","2096 S. Winchester Ave.","San Jose","CA","United States","95121","Competition Corner","100.0","USD","WODtoberfest","Onsite Competition for Individuals","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7720/details"
"Festivus Games Fall 2022 @ CrossFit Chi-Rho","CrossFit Chi-Rho","1205 Clinton Industrial Park Road","Clinton","MS","United States","39056","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7745/details"
"Festivus Games Fall 2022 @ Faith Fitness Gym","Faith Fitness Gym","2401 E. Broadway","Sweetwater","TX","United States","79546","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7747/details"
"Festivus Games Fall 2022 @ Roy CrossFit","Roy CrossFit","5348 S. 1900 W, Ste A2","Roy","UT","United States","84067","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7759/details"
"Festivus Games Fall 2022 @ CrossFit Midhudson","CrossFit Midhudson","10 Commercial Avenue","Highland","NY","United States","12542","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7760/details"
"Festivus Games Fall 2022 @ Marrero CrossFit","Marrero CrossFit","1816 Commercial Drive","Harvey","LA","United States","70058","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7769/details"
"Awaside UpRoar","CrossFit Awaside","U2, 89 Riverside Avenue ","Werribee","VIC","Australia","3030","Competition Corner","0.0","AUD","Awaside Abroad CrossFit Comp","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7773/details"
"Festivus Games @ Lakeland Health + Fitness","Lakeland Health + Fitness","9875 Huff N Puff Rd.","Lakeland","TN","United States","38002","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7782/details"
"Festivus Games Fall 2022 @ CrossFit 608","CrossFit 608","545 N. Main","Janesville","WI","United States","53545","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7794/details"
"Festivus Games @ CrossFit Fox Valley","CrossFit Fox Valley","W5037 Amy Ave ","Kaukauna ","WI","United States","54130","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7796/details"
"Festivus Games @ Smokey Hollow CrossFit","Smokey Hollow CrossFit","80 Smokey Hollow Road","Baldwinsville","NY","United States","13027","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7802/details"
"Festivus Games Fall 2022 @ New Force Fitness","New Force Fitness","2821 Zinna Ave","Mcallen ","TX","United States","78539","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7808/details"
"Festivus Games Fall 2022 @ Live well health and fitness Center ","Live well health and fitness Center ","409 west water street ","Greenfield ","MO","United States","65661","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7850/details"
"Festivus Games Fall 2022 @ Stability CrossFit","Stability CrossFit","1944 Laskin Rd","Virginia Beach","VA","United States","23454","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7858/details"
"Festivus Games Fall 2022 @ ICE BOX FITNESS, LLC","ICE BOX FITNESS, LLC","23354 Hwy 78","Battle Lake","MN","United States","56515","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7859/details"
"Festivus Games Fall 2022 @ Ft Wright CrossFit","Ft Wright CrossFit","3755 Old Madison Pike","Fort Wright","KY","United States","41017","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7864/details"
"Festivus Games Fall 2022 @ CrossFit Good & Evil ","CrossFit Good & Evil ","102 25 Chisholm ave","St Albert","AB","Canada","T8n 5t9","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7877/details"
"Festivus Games Fall 2022 @ CrossFit Leesville llc","CrossFit Leesville llc","213 browns lane ","Leesville","LA","United States","71446","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7879/details"
"Festivus Games Fall 2022 @ Trojan CrossFit","Trojan CrossFit","6483 Cleveland Highway ","Clermont","GA","United States","30527","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7903/details"
"Festivus Games Fall 2022 @ Kulshan Athletics","Kulshan Athletics","1726 Franklin Street","Bellingham ","WA","United States","98225","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7914/details"
"Festivus Games Fall 2022 @ CrossFit Winnersville","CrossFit Winnersville","2037 E Park Ave","Valdosta","GA","United States","31602","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7922/details"
"Festivus Games Fall 2022 @ CrossFit XBA ","CrossFit XBA ","11040 Murray Rd","Meadville ","PA","United States","16335","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7923/details"
"Festivus Games Fall 2022 @ CrossFit Slake","CrossFit Slake","1875 FM 1385","Aubrey","TX","United States","76227","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7946/details"
"Festivus Games Fall 2022 @ Best DAM CrossFit","Best DAM CrossFit","1007 Elm St. Ste G","Boulder City","NV","United States","89005","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7973/details"
"Festivus Games Fall 2022 @ Crossfit Clan Performance Center","Crossfit Clan Performance Center","323 new road","Parsippany ","NJ","United States","07054","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7980/details"
"Festivus Games Fall 2022 @ CrossFit Regina","CrossFit Regina","1681 D McDonald St","Regina ","SK","Canada","S4N5R6","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7983/details"
"Festivus Games Fall 2022 @ CrossFit Flashbang","CrossFit Flashbang","9303 Bond Ave","El Cajon","CA","United States","92021","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7986/details"
"Festivus Games Fall 2022 @ CrossFit Sedalia","CrossFit Sedalia","1520 Devin Road  ","Sedalia ","MO","United States","65301","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7987/details"
"Festivus Games Fall 2022 @ BTX CrossFit","BTX CrossFit","413 South Washington  Unit A","Beeville","TX","United States","78102","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7988/details"
"Festivus Games Fall 2022 @ PSKC CrossFit","PSKC CrossFit","549 3rd St","Portsmouth","OH","United States","45662","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7989/details"
"Festivus Games Fall 2022 @ Forge Fitness","Forge Fitness","2301 Old Columbiana Rd","Vestavia Hills","AL","United States","35216","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7990/details"
"Festivus Games Fall 2022 @ Crossfit Burkburnett","Crossfit Burkburnett","10459 Daniels Rd","Burkburnett","TX","United States","76354","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7991/details"
"Festivus Games Fall 2022 @ Ole Glory CrossFit","Ole Glory CrossFit","425 Saint Deporres Drive","Broussard","LA","United States","70518","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7993/details"
"Festivus Games Fall 2022 @ Bedrock CrossFit","Bedrock CrossFit","1-640 42 Ave NE","Calgary","AB","Canada","T2E 7J9","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7994/details"
"Festivus Games Fall 2022 @ Hammock Coast CrossFit","Hammock Coast CrossFit","735 Petigru Drive","Pawleys Island","SC","United States","29585","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7996/details"
"Festivus Games Fall 2022 @ CrossFit Salmon Arm","CrossFit Salmon Arm","2400 10th Ave, NE","Salmon Arm","BC","Canada","V1E 2S4","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7997/details"
"Festivus Games Fall 2022 @ Mortar CrossFit","Mortar CrossFit","1435 west Monroe rd ","St Louis","MI","United States","48880","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/8002/details"
"Festivus Games Fall 2022 @ Rural Strength and Conditioning","Rural Strength and Conditioning","130 Kincardine Hwy","Walkerton","ON","Canada","N0G2V0","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/8005/details"
"Festivus Games Fall 2022 @ Rising Point Fitness","Rising Point Fitness","1920 Dayton Blvd","Chattanooga","TN","United States","37415","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/8006/details"
"Festivus Games Fall 2022 @ CrossFit Coyote Valley","CrossFit Coyote Valley","474 Piercy Rd","San Jose","CA","United States","95138-1105","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/8010/details"
"Festivus Games Fall 2022 @ Tri-Lakes Community Fitness","Tri-Lakes Community Fitness","1403 West Market St.","Decherd","TN","United States","37324","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/8011/details"
"Festivus Games Fall 2022 @ Beaver CrossFit","Beaver CrossFit","448 South Albert Ave","Reedsburg","WI","United States","53959","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/8066/details"
"Festivus Games Fall 2022 @ SBS CrossFit ","SBS CrossFit ","19D hwy ","Steinbach","MB","Canada","R5G 1T1","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/8194/details"
"JUST YOU!!","F13 PERFORMANCE ","7562 PENN DRIVE","ALLENTOWN","PA","United States","18106","Competition Corner","65.0","USD","HeartSupport","Onsite Competition for Individuals","","22","10","2022","22","10","2022","https://competitioncorner.net/events/6855/details"
"GOON CLASSIC IV","Amoeba CrossFit","567 Park Creek Dr","Clovis","CA","United States","93611","Competition Corner","0.0","USD","","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7848/details"
"Rep It Out - The Finals","EIS Sheffield","","","","United Kingdom","","Competition Corner","","","Battle For Middle Ground","Onsite Competition for Teams","","22","10","2022","23","10","2022","https://competitioncorner.net/events/7012/details"
"Festivus Games Fall 2022 @ CrossFit Hermitage","CrossFit Hermitage","3524 Central Pike ","Hermitage","TN","United States","37076","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7367/details"
"Festivus Games Fall 2022 @ Crossfit 413","Crossfit 413","3702 Century Dr","Fort Smith ","AR","United States","72908","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7377/details"
"The Ghostly Games ","Brightmoor Amphitheater ","301 LaFayette Ave","Fayetteville","GA","United States","30214","Competition Corner","0.0","USD","The Ghostly Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7525/details"
"Battle of the Fittest 2022","Mountain Top CrossFit","3314 Wayfield Dr.","Johnson City","TN","United States","37604","Competition Corner","90.0","USD","Mountain Top CrossFit","Onsite Competition for Individuals and teams","","22","10","2022","23","10","2022","https://competitioncorner.net/events/7526/details"
"Festivus Games Fall 2022 @ GSRFIT","GSRFIT","47 Riverside Drive","Johnson City","NY","United States","13790","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7537/details"
"Festivus Games Fall 2022 @ CrossFit Koinonia","CrossFit Koinonia","4290 Bells Ferry Road, Suite 148","Kennesaw","GA","United States","30144","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7619/details"
"WODATOLOSA 2022","CrossFit Sept Deniers","2 rue de l'égalité ","Toulouse","Haute Garonne","France","31200","Competition Corner","","","THORUS FLAG SERIES","Onsite Competition for Teams","","22","10","2022","23","10","2022","https://competitioncorner.net/events/7627/details"
"ONE 2022","Gladsaxe CrossFit","Hørkær 1b","Herlev","2730","Denmark","","Competition Corner","449.0","DKK","Rx'd Events","Onsite Competition for Individuals","","22","10","2022","23","10","2022","https://competitioncorner.net/events/7643/details"
"Festivus Games Fall 2022 @ VMX Fitness","VMX Fitness","3rd Floor Village Market","Nairobi","Nairobi Area","Kenya","0000","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7718/details"
"The Humble Games Fall Throwdown 2022","Grounded CrossFit","7476 New Ridge Road Suite F","Hanover ","MD","United States","21076","Competition Corner","0.0","USD","The Humble Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7842/details"
"Evolution Games","3Sons Crossfit","334 East Dixie Avenue ","Elizabethtown","KY","United States","42701","Competition Corner","0.0","USD","Evolution Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7862/details"
"Two Of A Kind ","Wildcard Strength & Conditioning ","Unit 8 Fargo village ","Coventry ","West Midlands ","United Kingdom","CV1 5ED","Competition Corner","0.0","GBP","","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7968/details"
"Wakiza Battle","CrossFit 571","1 route de la digue","Thionville","Moselle","France","57290","Competition Corner","0.0","EUR","5.7 Throwdown Qualifications","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7979/details"
"Doomsday 2022","Decoded Training Center","18030 Mountain View Rd.","Desert Hot Springs","CA","United States","92241","Competition Corner","200.0","USD","","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/8056/details"
"Mutiny on McGee 2022- HALLOWEEN","Koda CrossFit Norman","1210 McGee drive ","Norman ","OK","United States","73072","Competition Corner","57.0","USD","Koda Competitions","Onsite Competition for Individuals","","22","10","2022","22","10","2022","https://competitioncorner.net/events/8095/details"
"Ironclad 2022","Eximo Fitness","400 Hobbs Rd Suite 110","League City","TX","United States","77573","Competition Corner","0.0","USD","","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/8102/details"
"ESAC 20","CrossFit Unlocked","22326 Gravel Hill Road","Georgetown","DE","United States","19947","Competition Corner","0.0","USD","","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/8221/details"
"Fall Brawl 2022","Triform Athletics","4348 97 Street ","Edmonton ","AB","Canada","T6E 5R9","Competition Corner","0.0","CAD","","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/8246/details"
"Clash at the Creek 2022","CrossFit First Creek","2404 Dutch Valley Dr ","Knoxville","TN","United States","37918","Competition Corner","0.0","USD","","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7904/details"
"CHALLENGER DAY CAMP","CrossFit Chateauroux","10 rue Amiral Ribourt","Chateauroux","Centre","France","36000","Competition Corner","57.0","EUR","","Onsite Competition for Individuals and teams","","22","10","2022","23","10","2022","https://competitioncorner.net/events/8022/details"
"Festivus Games Fall 2022 @ Titus Strength and Fitness","Titus Strength and Fitness","487 W butternut road","Summerville","SC","United States","29483","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7382/details"
"Festivus Games Fall 2022 @ CrossFit Loomis","CrossFit Loomis","5930 Key Court","Loomis","CA","United States","95650","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7623/details"
"Festivus Games Fall 2022 @ 3126 Athletics","3126 Athletics","551 Centennial Drive North","Martensville","SK","Canada","S0K2T0","Competition Corner","0.0","USD","Festivus Games","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/7746/details"
"MVMNT GAMES","Oxnard|MVMNT","3000 Paseo Mercado STE 110","Oxnard","45","United States","93036","Competition Corner","150.0","USD","","Onsite Competition for Teams","","22","10","2022","22","10","2022","https://competitioncorner.net/events/8120/details"
"Master & the Apprentice","Crossfit Minerva","1/20 Ace Crescent ","Tuggerah","NSW","Australia","2259","Competition Corner","0.0","AUD","The Third Wheel","Onsite Competition for Teams","","23","10","2022","23","10","2022","https://competitioncorner.net/events/7573/details"
"Stronger Things 3","Four Leaf CrossFit","30534 State Road 54","Wesley Chapel ","FL","United States","33543","Competition Corner","0.0","USD","Stronger Things 3","Onsite Competition for Teams","","23","10","2022","23","10","2022","https://competitioncorner.net/events/8077/details"
"CFC SUMMER 2022","CROSSFITCAEN","19 CHEMIN DE COURCELLES ","MONDEVILLE","","France","14120","Competition Corner","","","","Onsite Competition for Teams","","23","10","2022","23","10","2022","https://competitioncorner.net/events/8200/details"
"The Yorkshire Sweatdown","Strong101","Unit 5a Prince George Trading Estate ","Pontefract","west yorkshire","United Kingdom","wf8 1hg","Competition Corner","50.0","GBP","The Yorkshire Throwdown Series","Onsite Competition for Teams","","23","10","2022","23","10","2022","https://competitioncorner.net/events/8047/details"
"Allstar Alliance Teams Championship 2022","Crossfit Townsville","10 Parkside Drive","Condon","QLD","Australia","4000","Competition Corner","0.0","AUD","Allstars Alliance 2022","Onsite Competition for Teams","","28","10","2022","30","10","2022","https://competitioncorner.net/events/7812/details"
"Chaos at The Concept","The Concept","16 George Street","Highfields","66","Australia","2289","Competition Corner","300.0","AUD","The Concept Classic","Onsite Competition for Teams","","28","10","2022","30","10","2022","https://competitioncorner.net/events/8067/details"
"East Fitness Championship 2022 - Autumn Edition ","CrossFit Grillen à Colmar ","15 rue Gay Lussac","Colmar","","France","68000","Competition Corner","","","Alsace Throwdown ","Onsite Competition for Teams","","29","10","2022","30","10","2022","https://competitioncorner.net/events/8170/details"
