"name","company","type","image_url","category","detail","finish","pack"
"Contract Rim Cylinder Nightlatch","Eurospec","RCN8260EB","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/r/c/rcn8260eb_1.webp","Home, All product, Locks and latches, cylinder rim nightlatch, Contract Rim Cylinder Nightlatch","Contract Rim Cylinder Nightlatch c/w matching finish cylinder and 3 keys. Available in different sizes and finishes. Lockcase only options. A robust nightlatch providing a complete security solution for internal or external doors. The slide snib function allows the latch bolt to remain retracted permitting the door to remain unlocked if required. Comes with a 5 year mechanical guarantee and is Fire Door rated. Suitable for use in all domestic, and commercial environments.","Electro Brassed","60mm"
"Contract Rim Cylinder Rollerbolt","Eurospec","RCB8260EB","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/r/c/rcb8260eb.webp","Home, All product, Locks and latches, cylinder rim nightlatch, Contract Rim Cylinder Rollerbolt","Contract Rim Cylinder Rollerbolt and Lockcase only The standard latch has been replaced by a roller bolt which is sprung to allow the door to open and close on a simple pull or push and does not require the key or handle to operate in this position. Ideal for an external door application that has a pull handle only. Comes with a 5 year guarantee and is Fire door rated.","Electro Brassed","Rim Cylinder Rollerbolt"
"Deadlocking Rim Cylinder Nightlatch","Eurospec","RCN8340EB","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/r/c/rcn8360cp.webp","Home, All product, Locks and latches, cylinder rim nightlatch, Deadlocking Rim Cylinder Nightlatch","Deadlocking Rim Cylinder Nightlatch, c/w matching finish cylinder and 3 keys. Available in different sizes and finishes. A robust nightlatch providing a complete security solution for internal or external doors. The slide snib function allows the latch bolt to remain retracted permitting the door to remain unlocked if required. Comes with a 5 year mechanical guarantee and is Fire Door rated. Suitable for use in domestic, and commercial environments.","Electro Brassed","40mm"
"Deadlocking Rim Cylinder Nightlatch","Eurospec","RCN8360","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/r/c/rcn8360cp.webp","Home, All product, Locks and latches, cylinder rim nightlatch, Deadlocking Rim Cylinder Nightlatch","Deadlocking Rim Cylinder Nightlatch, c/w matching finish cylinder and 3 keys. Available in different sizes and finishes. A robust nightlatch providing a complete security solution for internal or external doors. The slide snib function allows the latch bolt to remain retracted permitting the door to remain unlocked if required. Comes with a 5 year mechanical guarantee and is Fire Door rated. Suitable for use in domestic, and commercial environments.","Electro Brassed","60mm"
"Deadlocking Rim Cylinder Nightlatch","Eurospec","RCN8360","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/r/c/rcn8360cp.webp","Home, All product, Locks and latches, cylinder rim nightlatch, Deadlocking Rim Cylinder Nightlatch","Deadlocking Rim Cylinder Nightlatch, c/w matching finish cylinder and 3 keys. Available in different sizes and finishes. A robust nightlatch providing a complete security solution for internal or external doors. The slide snib function allows the latch bolt to remain retracted permitting the door to remain unlocked if required. Comes with a 5 year mechanical guarantee and is Fire Door rated. Suitable for use in domestic, and commercial environments.","Electro Brassed","60mm"
"Deadlocking Rim Cylinder Nightlatch","Eurospec","RCN8360","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/r/c/rcn8360cp.webp","Home, All product, Locks and latches, cylinder rim nightlatch, Deadlocking Rim Cylinder Nightlatch","Deadlocking Rim Cylinder Nightlatch, c/w matching finish cylinder and 3 keys. Available in different sizes and finishes. A robust nightlatch providing a complete security solution for internal or external doors. The slide snib function allows the latch bolt to remain retracted permitting the door to remain unlocked if required. Comes with a 5 year mechanical guarantee and is Fire Door rated. Suitable for use in domestic, and commercial environments.","Electro Brassed","60mm"
"EASI-T EURO PROFILE CYLINDER NIGHT LATCH - CASE ONLY","Eurospec","RCN8360","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/m/c/mcn5025sss_1.webp","Home, All product, Locks and latches, cylinder rim nightlatch, EASI-T EURO PROFILE CYLINDER NIGHT LATCH - CASE ONLY","Euro Profile cylinder Night Latch, Case Only. Carries a 10 year mechanical guarantee and is fire door rated. Suitable for use in all domestic, industrial and commercial environments.
Download Product / Finish Care Instructions","Satin Chrome","60mm"
"Traditional Rim Cylinder Nightlatch","Eurospec","RCN8160EB","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/r/c/rcn8160eb.webp","Home, All product, Locks and latches, cylinder rim nightlatch, Traditional Rim Cylinder Nightlatch","Traditional Rim Cylinder Nightlatch 60mm, c/w matching finish cylinder and 3 keys. A robust nightlatch providing a complete security solution for internal or external doors. The slide snib function allows the latch bolt to remain retracted permitting the door to remain unlocked if required. Comes with a 5 year mechanical guarantee and is suitable for use in domestic, and commercial environments.","Electro Brassed","60mm"
"Traditional Rim Cylinder Nightlatch","Eurospec","RCN8160EB","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/r/c/rcn8160eb.webp","Home, All product, Locks and latches, cylinder rim nightlatch, Traditional Rim Cylinder Nightlatch","Traditional Rim Cylinder Nightlatch 60mm, c/w matching finish cylinder and 3 keys. A robust nightlatch providing a complete security solution for internal or external doors. The slide snib function allows the latch bolt to remain retracted permitting the door to remain unlocked if required. Comes with a 5 year mechanical guarantee and is suitable for use in domestic, and commercial environments.","Electro Brassed","Blister Pack"
"Dead Bolt","Carlisle Brass","DLD5030SS","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/d/l/dld5030ss.webp","Home, All product, Locks and latches, deadbolts, Dead Bolt","A heavy duty deadbolt to be used in conjunction with a turn and release. It provides secure locking of the door where privacy is required such as a bathroom. Designed to be used separately or in conjunction with a tubular latch and lever on rose handles.It can be placed at any height on the door either above or below the main handle. The deadbolt has two hole cut-aways to accommodate bolt through fixings for a secure fitting. Available in three sizes, different finishes and larger followers. Comes with a 10 year mechanical guarantee.","Stainless Steel","76mm Length, 57mm Backset"
"Easi-T Tubular Dead Bolt","Eurospec","TLD5030EB-SSS","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/t/l/tld5050eb_a.webp","Home, All product, Locks and latches, deadbolts, Easi-T Tubular Dead Bolt","Tubular Dead Bolt. with either 5mm or 8mm follower option. Commonly used as a bathroom deadbolt using a separate turn and release. Certified to BS EN 12209. Used as a matter of course by the national house builders. This latch carries a 10 year mechanical guarantee. It has been CE and Certifire tested. Suitable for use in all domestic, industrial and commercial environments.
DOP CertificateDOC Certificate","Electro Brassed/Satin Stainless Steel","76mm with 5mm Follower"
"Flat Deadlock","Eurospec","FLD8025SCP","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/f/l/fld8030spc_a.webp","Home, All product, Locks and latches, deadbolts, Flat Deadlock","Flat Deadlock Certified to BS EN 12209. Used as a matter of course by the national house builders. This lock provides a good degree of security and carries a 10 year mechanical guarantee. It has been CE and Certifire tested. Suitable for use in all domestic, industrial and commercial environments. Available in different sizes and finishes.
DOP CertificateDOC Certificate
FLD8040SCP - Discontinued once stocks have gone","Satin Chrome Plated","64mm"
"Flat Deadlock","Eurospec","FLD8030SCP","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/f/l/fld8030spc_a.webp","Home, All product, Locks and latches, deadbolts, Flat Deadlock","Flat Deadlock Certified to BS EN 12209. Used as a matter of course by the national house builders. This lock provides a good degree of security and carries a 10 year mechanical guarantee. It has been CE and Certifire tested. Suitable for use in all domestic, industrial and commercial environments. Available in different sizes and finishes.
DOP CertificateDOC Certificate
FLD8040SCP - Discontinued once stocks have gone","Satin Chrome Plated","76mm"
"Security Door Bolt","Eurospec","DSB8225BLACK","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/d/s/dsb8225black.webp","Home, All product, Locks and latches, deadbolts, Security Door Bolt","Contract Door Security Bolt, sometimes called a Rack Bolt. The bolt is morticed inside the door edge and can be locked or unlocked via a separate splined key or with a fixed splined turn. The bolt has an internal sawtooth rack mechanism into which the splined key is inserted. The spline engages with the rack teeth and forms a gearing action which smoothly operates the bolt. Splined Key or Turn to be ordered separately. Short and Long options available Comes with a 5 year mechanical guarantee and is fire rated FD30/60. Suitable for use in all domestic, industrial and commercial environments.","Black","60mm Long 32mm Centres"
"Security Door Bolt","Eurospec","DSB8225L","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/d/s/dsb8225black.webp","Home, All product, Locks and latches, deadbolts, Security Door Bolt","Contract Door Security Bolt, sometimes called a Rack Bolt. The bolt is morticed inside the door edge and can be locked or unlocked via a separate splined key or with a fixed splined turn. The bolt has an internal sawtooth rack mechanism into which the splined key is inserted. The spline engages with the rack teeth and forms a gearing action which smoothly operates the bolt. Splined Key or Turn to be ordered separately. Short and Long options available Comes with a 5 year mechanical guarantee and is fire rated FD30/60. Suitable for use in all domestic, industrial and commercial environments.","Polished Chrome","85mm Long 57mm Centres"
"Security Door Bolt","Eurospec","DSB8225L","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/d/s/dsb8225black.webp","Home, All product, Locks and latches, deadbolts, Security Door Bolt","Contract Door Security Bolt, sometimes called a Rack Bolt. The bolt is morticed inside the door edge and can be locked or unlocked via a separate splined key or with a fixed splined turn. The bolt has an internal sawtooth rack mechanism into which the splined key is inserted. The spline engages with the rack teeth and forms a gearing action which smoothly operates the bolt. Splined Key or Turn to be ordered separately. Short and Long options available Comes with a 5 year mechanical guarantee and is fire rated FD30/60. Suitable for use in all domestic, industrial and commercial environments.","Polished Chrome","85mm Long 57mm Centres"
"Security Door Bolt","Eurospec","DSB8225L","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/d/s/dsb8225black.webp","Home, All product, Locks and latches, deadbolts, Security Door Bolt","Contract Door Security Bolt, sometimes called a Rack Bolt. The bolt is morticed inside the door edge and can be locked or unlocked via a separate splined key or with a fixed splined turn. The bolt has an internal sawtooth rack mechanism into which the splined key is inserted. The spline engages with the rack teeth and forms a gearing action which smoothly operates the bolt. Splined Key or Turn to be ordered separately. Short and Long options available Comes with a 5 year mechanical guarantee and is fire rated FD30/60. Suitable for use in all domestic, industrial and commercial environments.","Polished Chrome","85mm Long 57mm Centres"
