"name","city","state","zipcode","address","phone_no","website","page_url"
"Temp Contriol of Vero Beach","VERO BEACH","Florida","32962-2944","686 2ND LN
VERO BEACH, Florida 32962-2944","772-562-7216","","https://www.lennox.com/locate/dealer/fl/vero-beach/temp-control-of-vero-beach"
"Thigpen Heating & Clg","JACKSONVILLE","Florida","32207-7903","2801 DAWN RD
JACKSONVILLE, Florida 32207-7903","904-448-1962","http://www.thigpenhvac.com","https://www.lennox.com/locate/dealer/fl/jacksonville/thigpen-htg-and-clg-inc"
"Thorpe Htg & Clg Inc","Lakeland","Florida","33809","8402 US Hwy 98 N
Lakeland, Florida 33809","863-858-2577","","https://www.lennox.com/locate/dealer/fl/lakeland/thorpe-htg-and-clg-inc"
"Tri-County Air","Nokomis","Florida","34275","1080 Enterprise Ct
Nokomis, Florida 34275","941-485-2222","https://tricountyair.com/","https://www.lennox.com/locate/dealer/fl/nokomis/tri-county-ac-and-htg-inc"
"United Mechanical Inc","Fort Myers","Florida","33912-5918","8170 Mainline Pkwy
Fort Myers, Florida 33912-5918","239-939-2032","https://www.umihvac.com/","https://www.lennox.com/locate/dealer/fl/fort-myers/united-mech-inc"
"Venice Cooling & Heating Inc","Venice","Florida","34285","857 U.S. 41 Bypass N
Venice, Florida 34285","(941) 485-8572","","https://www.lennox.com/locate/dealer/fl/venice/venice-cooling-and-htg-inc"
"Ward's Heating & Air Cond Inc","Lakeland","Florida","33813","865 Creative Dr
Lakeland, Florida 33813","863-646-0020","","https://www.lennox.com/locate/dealer/fl/lakeland/ward's-heating-and-air-cond-inc"
"A & A Electric Inc","Cornelia","Georgia","30531-5619","3699 B C Grant Rd
Cornelia, Georgia 30531-5619","706-778-7306","http://www.aandaelectricinc.com/","https://www.lennox.com/locate/dealer/ga/cornelia/a-and-a-electric-inc"
"ACS Inc","TUCKER","Georgia","30084-4826","2218 HANFRED LN
TUCKER, Georgia 30084-4826","770-939-7500","http://www.acsheatair.com","https://www.lennox.com/locate/dealer/ga/tucker/acs-inc"
"Air Concepts of Middle Georgia","Milledgeville","Georgia","31061-2306","1301 N Columbia St
Milledgeville, Georgia 31061-2306","478-456-5448","","https://www.lennox.com/locate/dealer/ga/milledgeville/air-concepts-of-middle-georgia"
"Air Heat","CHICKAMAUGA","Georgia","30707-1236","108 DANA LN
CHICKAMAUGA, Georgia 30707-1236","423-892-5252","","https://www.lennox.com/locate/dealer/ga/chickamauga/air-heat"
"Air Temperature Control","MACON","Georgia","31216-7505","7067 COCHRAN FIELD RD
MACON, Georgia 31216-7505","478-784-1109","http://www.airtemperaturecontrol.net","https://www.lennox.com/locate/dealer/ga/macon/air-temperature-control"
"Aire Serv Heating & Air","Hinesville","Georgia","31313-5775","220 Maple Dr N
Hinesville, Georgia 31313-5775","912-876-8411","","https://www.lennox.com/locate/dealer/ga/hinesville/aire-serv-htg-and-air"
"Arctic Circle Air Inc.","Loganville","Georgia","30052","4420 Tuck Rd
Loganville, Georgia 30052","770-904-3102","https://www.getcoolatlanta.com","https://www.lennox.com/locate/dealer/ga/loganville/arctic-circle-air-inc"
"Assured Comfort & Heating","Marietta","Georgia","30067","16 Harris Rd
Marietta, Georgia 30067","470-239-5744","http://www.assuredcomfort.com","https://www.lennox.com/locate/dealer/ga/mableton/assured-comfort-and-htg"
"Blalock Heating & Air Inc","Thomaston","Georgia","30286","111 Church Alley
Thomaston, Georgia 30286","770-460-3295","","https://www.lennox.com/locate/dealer/ga/thomaston/blalock-htg-and-air-inc"
"Casteel Heating & Cooling Inc","Lawrenceville","Georgia","30043","305 Petty Rd
Lawrenceville, Georgia 30043","470-201-5325","https://www.casteelair.com/","https://www.lennox.com/locate/dealer/ga/lawrenceville/casteel-htg-and-clg-plbg-elec-east"
"Casteel Heating & Cooling Inc","Marietta","Georgia","30066","2218 Canton Rd
Marietta, Georgia 30066","470-201-5325","www.casteelair.com","https://www.lennox.com/locate/dealer/ga/marietta/casteel-htg-and-clg-plbg-elec-west"
"Champion Air Systems Inc","CARTERSVILLE","Georgia","30121-7003","125 KELLI CLARK CT SE
CARTERSVILLE, Georgia 30121-7003","678-574-5009","","https://www.lennox.com/locate/dealer/ga/cartersville/champion-air-systems-inc"
"Chanceys Htg & Cooling","DOUGLAS","Georgia","31535-7136","1124 OLD BELL LAKE RD
DOUGLAS, Georgia 31535-7136","912-384-2036","http://www.chanceyhvacdouglas.com/","https://www.lennox.com/locate/dealer/ga/douglas/chanceys-htg-and-cooling"
"Clark's Heating & Air LLC","Hoschton","Georgia","30548","84 Merchants Park Dr
Hoschton, Georgia 30548","678-379-2665","","https://www.lennox.com/locate/dealer/ga/hoschton/clarks-htg-and-air-llc"
"Clockwork Heating & Air","Bogart","Georgia","30622","255 Commerce Blvd
Bogart, Georgia 30622","706-549-3585","","https://www.lennox.com/locate/dealer/ga/bogart/clockwork-htg-and-air"
"Clout Home Services","Smyrna","Georgia","30080-2980","2430 Herodian Way
Smyrna, Georgia 30080-2980","(470) 795-6100","https://www.cloutair.com","https://www.lennox.com/locate/dealer/ga/smyrna/clout-svcs-llc"
"Coastal Service Experts","GARDEN CITY","Georgia","31405-9376","10 BRYCE INDUSTRIAL DR
GARDEN CITY, Georgia 31405-9376","912.232.5532","https://www.coastalairserviceexperts.com","https://www.lennox.com/locate/dealer/ga/garden-city/coastal-service-experts"
"Cochran Complete Services","Dallas","Georgia","30132","401 Butler Industrial Dr
Dallas, Georgia 30132","770-693-9842","","https://www.lennox.com/locate/dealer/ga/dallas/cochran-complete-svcs-llc"
"Comfort Air Corp","SAVANNAH","Georgia","31406-3345","9 EXECUTIVE CIR
SAVANNAH, Georgia 31406-3345","912-927-7000","http://www.comfortaironline.com","https://www.lennox.com/locate/dealer/ga/savannah/comfort-air-corp"
"Comfort Central Cooling & Heating","Covington","Georgia","30016","25 Juniper Ct Suite C
Covington, Georgia 30016","(678) 726-6333","","https://www.lennox.com/locate/dealer/ga/covington/comfort-central-cooling-and-htg"
"Conley Sheet Metal Works Inc","WAYCROSS","Georgia","31503-8740","2925 HARRIS RD
WAYCROSS, Georgia 31503-8740","912-283-2100","http://www.conleysheetmetal.com/","https://www.lennox.com/locate/dealer/ga/waycross/conley-sheet-metal-works-inc"
"Cool Air Mechanical LLC","MARIETTA","Georgia","30066-7016","1950 GUFFIN LN
MARIETTA, Georgia 30066-7016","770-266-5247","https://www.770coolair.com","https://www.lennox.com/locate/dealer/ga/marietta/cool-air-mech-llc"
"Cunningham Assoc Htg & A/C","Doraville","Georgia","30340-3902","3114 Marjan Dr
Doraville, Georgia 30340-3902","770-455-6722","http://www.cunninghamhvac.com/","https://www.lennox.com/locate/dealer/ga/doraville/cunningham-assoc-htg-and-ac"
"D & L Heating & Air Inc","MARIETTA","Georgia","30060-1041","1658 OLD 41 HWY NW
MARIETTA, Georgia 30060-1041","770-423-3364","","https://www.lennox.com/locate/dealer/ga/marietta/d-and-l-heating-and-air-inc"
"Denson Htg & A/C Co Inc","JASPER","Georgia","30143-2102","700 S MAIN ST
JASPER, Georgia 30143-2102","706-253-3554","http://www.densonhvac.com","https://www.lennox.com/locate/dealer/ga/jasper/denson-htg-and-ac-co-inc"
"Emergency Heating and Air Condition","CUMMING","Georgia","30040-5078","3520 COVE CREEK CT
CUMMING, Georgia 30040-5078","678-386-1578","","https://www.lennox.com/locate/dealer/ga/cumming/emergency-htg-and-ac"
"4 Seasons Heating & Air","ALPHARETTA","Georgia","30004-2931","5876 ATLANTA HWY
ALPHARETTA, Georgia 30004-2931","770-475-7110","https://www.4hvac.com","https://www.lennox.com/locate/dealer/ga/alpharetta/four-seasons-svc-corp"
"Franklin D Smith","Stockbridge","Georgia","30281-1425","822 Thurman Rd
Stockbridge, Georgia 30281-1425","678-674-0583","","https://www.lennox.com/locate/dealer/ga/stockbridge/franklin-d-smith"
"Galbreath & Sons","RICHMOND HILL","Georgia","31324-3919","192 EDSEL DR
RICHMOND HILL, Georgia 31324-3919","912-756-3102","http://www.galbreathandsons.com","https://www.lennox.com/locate/dealer/ga/richmond-hill/galbreath-and-sons"
"Hammond Heat & Cool Inc","Griffin","Georgia","30223","644 E Mcintosh Rd
Griffin, Georgia 30223","770-227-5325","http://www.hammondservices.com","https://www.lennox.com/locate/dealer/ga/griffin/hammond-svcs"
"Head Heating and Air Conditioning","FORSYTH","Georgia","31029","115 Industrial Park Rd
FORSYTH, Georgia 31029","(478) 992-0044","","https://www.lennox.com/locate/dealer/ga/forsyth/head-htg-and-ac"
"Healthy Climate Inc","ROYSTON","Georgia","30662-2721","322 LEE ST
ROYSTON, Georgia 30662-2721","706-245-6595","","https://www.lennox.com/locate/dealer/ga/royston/healthy-climate-inc"
"James Thomas Heating and Cooling","Blue Ridge","Georgia","30513","48 Boardtown Rd
Blue Ridge, Georgia 30513","(706) 632-1241","https://www.expertsatjthomas.com","https://www.lennox.com/locate/dealer/ga/blue-ridge/james-a-thomas-inc"
"Powers Heating & Cooling","CARROLLTON","Georgia","30116-9516","565 RINGER RD
CARROLLTON, Georgia 30116-9516","770-834-2648","","https://www.lennox.com/locate/dealer/ga/carrollton/keith-p-harris-enterprieses-inc"
"Marlow Mechanical Clg & Htg Inc","CONYERS","Georgia","30013-3013","1401 CHRISTIAN CIR SE
CONYERS, Georgia 30013-3013","678-248-1704","","https://www.lennox.com/locate/dealer/ga/conyers/marlow-mechanical-clg-and-htg-inc"
"Maxwell Htg & Clg Inc","CARROLLTON","Georgia","30117-4269","106 REJEN DR STE C
CARROLLTON, Georgia 30117-4269","770-830-9288","","https://www.lennox.com/locate/dealer/ga/carrollton/maxwell-htg-and-clg-inc"
"Mission Critical Comfort Solutions","Kathleen","Georgia","31047-2373","817 GA-247
Kathleen, Georgia 31047-2373","478-960-5825","","https://www.lennox.com/locate/dealer/ga/kathleen/mission-critical-comfort-solutions"
"Mitchell Mechanical Htg & A/C Inc","AUBURN","Georgia","30011-3808","1398 DUNCAN LN
AUBURN, Georgia 30011-3808","770-995-7585","http://www.mitchellmechanical.com","https://www.lennox.com/locate/dealer/ga/auburn/mitchell-mechanical-htg-and-a-c-inc"
"Peachtree Service Experts","Kennesaw","Georgia","30152-4355","1000 Cobb International Dr STE H
Kennesaw, Georgia 30152-4355","770-458-0181","https://www.serviceexperts.com","https://www.lennox.com/locate/dealer/ga/kennesaw/peachtree-service-experts"
"Powers Htg & A/C -Residential","PEACHTREE CITY","Georgia","30269-1679","200 TIGER WAY
PEACHTREE CITY, Georgia 30269-1679","770-487-2040","http://www.callpowers.com/","https://www.lennox.com/locate/dealer/ga/peachtree-city/powers-htg-and-air"
"Premier Indoor Comfort Systems","Tyrone","Georgia","30290","115 Howell Rd
Tyrone, Georgia 30290","770-487-9500","http://www.premierindoor.com","https://www.lennox.com/locate/dealer/nc/whittier/premier-indoor-comfort-sys"
"Zen Air Heating and Cooling","Suwanee","Georgia","30024-3991","4275 Creek Park Drive #300
Suwanee, Georgia 30024-3991","770-988-4822","","https://www.lennox.com/locate/dealer/ga/suwanee/riley-foster-enterprises-inc"
"Rivers A/C & Electric Co Inc","VIDALIA","Georgia","30474-3843","201 5TH AVE
VIDALIA, Georgia 30474-3843","912-537-8490","http://www.riversac.net","https://www.lennox.com/locate/dealer/ga/vidalia/rivers-ac-and-electric-co-inc"
"R S Andrews Services Inc","Doraville","Georgia","30340-2114","3617 Clearview Pkwy
Doraville, Georgia 30340-2114","770-216-7400","http://www.rsandrews.com","https://www.lennox.com/locate/dealer/ga/doraville/rs-andrews-svcs-inc"
"Cunningham Associates Heating & Air","Doraville","Georgia","30340","3114 Marjan Dr
Doraville, Georgia 30340","770-455-6722","","https://www.lennox.com/locate/dealer/ga/doraville/saandh-georgia-holdings-llc"
"Savannah Air Factory","Savannah","Georgia","31406","25 Posey St
Savannah, Georgia 31406","912-665-6898","","https://www.lennox.com/locate/dealer/ga/savannah/savannah-air-factory"
"Peachtree Service Experts","DULUTH","Georgia","30096-4676","2500 MEADOWBROOK PKWY STE F
DULUTH, Georgia 30096-4676","(770) 458-0181","https://www.peachtreeserviceexperts.com/","https://www.lennox.com/locate/dealer/ga/duluth/service-experts-050"
"Peachtree Service Experts","Morrow","Georgia","30260","1286 Citizens Pkwy Suite G
Morrow, Georgia 30260","770-458-0181","https://www.serviceexperts.com","https://www.lennox.com/locate/dealer/ga/duluth/service-experts-944"
"Shumate Mechanical LLC Residential","DULUTH","Georgia","30097-4902","2805 PREMIERE PKWY
DULUTH, Georgia 30097-4902","678-584-0880","http://www.shumatemechanical.com","https://www.lennox.com/locate/dealer/ga/duluth/shumate-mech-llc"
"Sig Cox Heating and A/C Llc.","AUGUSTA","Georgia","30901-1033","1431 GREENE ST
AUGUSTA, Georgia 30901-1033","706-722-5305","","https://www.lennox.com/locate/dealer/ga/augusta/sig-cox-inc"
"Spencer Heating & A/C Inc","Norcross","Georgia","30071-4784","4708 S Old Peachtree Rd #200A
Norcross, Georgia 30071-4784","770-447-5289","http://www.spencerair.com","https://www.lennox.com/locate/dealer/ga/norcross/spencer-htg-and-ac-inc"
"TemperaturePro of North Atlanta","Roswell","Georgia","30076-4965","11660 Alpharetta Hwy #400
Roswell, Georgia 30076-4965","770-331-3381","","https://www.lennox.com/locate/dealer/ga/roswell/temperature-pro-of-north-atlanta"
"Tony Beck Htg & A/C Inc","Loganville","Georgia","30052-4935","845 Atlanta Hwy
Loganville, Georgia 30052-4935","770-466-2924","","https://www.lennox.com/locate/dealer/ga/loganville/tony-beck-htg-and-air"
"Total Comfort Cooling and Htg LLC","Macon","Georgia","31210","4321 Interstate Dr c
Macon, Georgia 31210","478-781-9107","https://www.totalcomfortmacon.com","https://www.lennox.com/locate/dealer/ga/macon/total-comfort-cooling-and-htg-llc"
"True Temp Heating & Air Inc","CHATSWORTH","Georgia","30705-6385","5379 HIGHWAY 76
CHATSWORTH, Georgia 30705-6385","706-695-7492","http://www.truetempac.com","https://www.lennox.com/locate/dealer/ga/chatsworth/true-temp-heating-and-air-inc"
"Turner Brothers Heating & Air Inc","St Marys","Georgia","31558","65 4th St
St Marys, Georgia 31558","912-576-7363","http://www.turnerbrothers.net","https://www.lennox.com/locate/dealer/ga/st-marys/turner-brothers-htg-and-air-inc"
"Vital Air","ATLANTA","Georgia","30341-3914","2767 CHAMBLEE TUCKER RD
ATLANTA, Georgia 30341-3914","770-955-8833","","https://www.lennox.com/locate/dealer/ga/atlanta/vital-air"
"AC Equipment Svcs","Kailua-Kona","Hawaii","96740-2034","75-5821 Pelekila Pl
Kailua-Kona, Hawaii 96740-2034","(808) 326-2237","","https://www.lennox.com/locate/dealer/hi/kailua-kona/ac-equipment-svcs"
"AC Specialists","Kailua-Kona","Hawaii","96740-2697","73-5577 Lawehana St
Kailua-Kona, Hawaii 96740-2697","808-329-2996","","https://www.lennox.com/locate/dealer/hi/kailua-kona/ac-specialists"
"Alltemp","KAHULUI","Hawaii","96732-2930","269 PAPA PL STE 10
KAHULUI, Hawaii 96732-2930","808-871-6723","","https://www.lennox.com/locate/dealer/hi/kahului/alltemp"
"Alternative AC","Pearl City","Hawaii","96782","1472 Hooli Cir
Pearl City, Hawaii 96782","(808) 456-2665","","https://www.lennox.com/locate/dealer/hi/pearl-city/alternative-ac"
"AMV AC Inc","Waipahu","Hawaii","96797-5632","94-214 Waho Pl
Waipahu, Hawaii 96797-5632","(808) 671-5004","","https://www.lennox.com/locate/dealer/hi/waipahu/amv-ac-inc"
"Big Island AC","Kailua-Kona","Hawaii","96740","5620 Kauhola St #6
Kailua-Kona, Hawaii 96740","808-329-7672","","https://www.lennox.com/locate/dealer/hi/kailua-kona/big-island-ac"
"Central Pacific Repair","Makawao","Hawaii","96768","61 Kee Rd
Makawao, Hawaii 96768","(808) 572-0500","","https://www.lennox.com/locate/dealer/hi/makawao/central-pacific-repair"
"Certified AC","Kahului","Hawaii","96732","296 Alamaha St z1
Kahului, Hawaii 96732","808-727-2271","http://www.certifiedairmaui.com","https://www.lennox.com/locate/dealer/hi/kahului/certified-ac"
"Cosco Supply -Honolulu","Honolulu","Hawaii","96819-2336","2312 Kamehameha Hwy B1
Honolulu, Hawaii 96819-2336","808-845-2234","","https://www.lennox.com/locate/dealer/hi/honolulu/cosco-supply--honolulu"
"Hawaii AC","Kailua-Kona","Hawaii","96740-2836","78-7024 Mololani St
Kailua-Kona, Hawaii 96740-2836","808-325-1737","","https://www.lennox.com/locate/dealer/hi/kailua-kona/hawaii-ac"
"Island Comfort","Waipahu","Hawaii","96797","94-405 Maikoiko St
Waipahu, Hawaii 96797","808-215-9091","https://www.islandcomfort.com","https://www.lennox.com/locate/dealer/hi/kilauea/island-comfort-inc"
"Island Wide AC","Lihue","Hawaii","96766-2022","2600 Kaumualii Hwy #3
Lihue, Hawaii 96766-2022","808-246-6690","","https://www.lennox.com/locate/dealer/hi/lihue/island-wide-ac"
"Kona Air Conditioning","Kailua-Kona","Hawaii","96740-2605","73-4200 Hulikoa Dr STE D
Kailua-Kona, Hawaii 96740-2605","808-326-7700","","https://www.lennox.com/locate/dealer/hi/kailua-kona/kona-air-conditioning"
"Kona Fabricators","Kailua-Kona","Hawaii","96740-2717","74-567 Honokohau St STE 6
Kailua-Kona, Hawaii 96740-2717","808-331-2577","","https://www.lennox.com/locate/dealer/hi/kailua-kona/kona-fabricators"
"Monteiro Air Conditioning","KIHEI","Hawaii","96753-7101","44 ILIWAI LOOP
KIHEI, Hawaii 96753-7101","(808) 283-6115","","https://www.lennox.com/locate/dealer/hi/kihei/monteiro-air-conditioning"
"No Sweat AC","Kailua-Kona","Hawaii","96740-8650","734576 Mamalahoa Hwy
Kailua-Kona, Hawaii 96740-8650","808-960-7323","","https://www.lennox.com/locate/dealer/hi/kailua-kona/no-sweat-ac"
"Offshore Air Conditioning","Waikoloa","Hawaii","96738-5427","68-1943 Lina Poepoe St
Waikoloa, Hawaii 96738-5427","(808) 557-7695","","https://www.lennox.com/locate/dealer/hi/waikoloa/offshore-air-conditioning"
"Roberts Air Conditioning","P?hoa","Hawaii","96778","13-3598 Nohea St
P?hoa, Hawaii 96778","(808) 557-3694","","https://www.lennox.com/locate/dealer/hi/pahoa/roberts-air-conditioning"
"Strategic Air Conditioning","MAKAWAO","Hawaii","96768-8747","34 HIWALANI LOOP
MAKAWAO, Hawaii 96768-8747","808-446-2156","","https://www.lennox.com/locate/dealer/hi/makawao/strategic-air-conditioning"
"A-1 Heating & Air Cond","Meridian","Idaho","83642","327 N Linder Rd
Meridian, Idaho 83642","208-343-4445","http://www.a1heating.com","https://www.lennox.com/locate/dealer/id/meridian/a1-htg-and-ac"
"AGE Heating and Cooling","Sagle","Idaho","83860","469059 US-95 3 d
Sagle, Idaho 83860","208-603-2210","","https://www.lennox.com/locate/dealer/id/sandpoint/abcb-inc"
"Access Heating & Air Cond","Meridian","Idaho","83642-8028","2040 E Fairview Ave #5
Meridian, Idaho 83642-8028","208-855-2444","https://www.AccessHeating.com","https://www.lennox.com/locate/dealer/id/meridian/access-htg-and-ac-inc"
"ACI Northwest Inc","DALTON GARDENS","Idaho","83815-8786","6600 N GOVERNMENT WAY
DALTON GARDENS, Idaho 83815-8786","208-772-9571","","https://www.lennox.com/locate/dealer/id/dalton-gardens/aci-northwest-inc"
"Alpine Htg & Clg","ATHOL","Idaho","83801-8920","904 E TETON RD
ATHOL, Idaho 83801-8920","(208) 561-1226","","https://www.lennox.com/locate/dealer/id/athol/alpine-summit-htg-and-clg-llc"
"Aspen Air Design","Malad City","Idaho","83252-1062","525 Bannock St
Malad City, Idaho 83252-1062","208-766-7730","","https://www.lennox.com/locate/dealer/id/malad-city/aspen-air-design"
"Border Sheet Metal","HAYDEN","Idaho","83835-9628","143 W HAYDEN AVE
HAYDEN, Idaho 83835-9628","208-772-9282","https://bordersheetmetal.com/","https://www.lennox.com/locate/dealer/id/hayden/border-sheet-metal-and-htg-inc"
"Brizee Htg & A/C","TWIN FALLS","Idaho","83301-6242","227 2ND AVE E
TWIN FALLS, Idaho 83301-6242","208-733-2624","http://www.brizee.com","https://www.lennox.com/locate/dealer/id/twin-falls/brizee-htg-and-ac"
"Coeur d'Alene Sheet Metal & Htg Ltd","Coeur d'Alene","Idaho","83815","3451 Industrial Loop
Coeur d'Alene, Idaho 83815","208-664-4114","http://www.cdasheetmetal.com","https://www.lennox.com/locate/dealer/id/coeur-d'alene/coeur-d-alene-sheet-metal-and-htg-ltd"
"Conan Inc","IDAHO FALLS","Idaho","83402-4442","429 W 18TH ST
IDAHO FALLS, Idaho 83402-4442","208-522-3372","http://www.conanheating.com/","https://www.lennox.com/locate/dealer/id/idaho-falls/conan-inc"
"Forced Air Systems Inc","POCATELLO","Idaho","83201-9133","6473 W BUCKSKIN RD
POCATELLO, Idaho 83201-9133","208-237-3910","","https://www.lennox.com/locate/dealer/id/pocatello/forced-air-systems-inc"
"Green's Heating & Air-Conditioning","NAMPA","Idaho","83687","4027 Summit Ln
NAMPA, Idaho 83687","208-465-0859","https://www.GreensHeating.com","https://www.lennox.com/locate/dealer/id/nampa/greens-htg-and-ac"
"Heating Equipment","CALDWELL","Idaho","83605-4025","123 EVERETT ST
CALDWELL, Idaho 83605-4025","208-459-2212","http://www.heatingequipmentcompany.com","https://www.lennox.com/locate/dealer/id/caldwell/heating-equipment"
"Jon's Heating Inc","Hailey","Idaho","83333","621 Tyee St
Hailey, Idaho 83333","208-788-0079","","https://www.lennox.com/locate/dealer/id/hailey/jon's-heating-inc"
"Lake Creek Comfort","Worley","Idaho","83876","17968 S Rew Rd
Worley, Idaho 83876","(208) 660-3786","https://www.lakecreekhvac.com","https://www.lennox.com/locate/dealer/id/worley/lake-creek-comfort"
"Ramsey Heating & Electric","BURLEY","Idaho","83318-2943","2600 OVERLAND AVE
BURLEY, Idaho 83318-2943","208-678-0459","","https://www.lennox.com/locate/dealer/id/burley/ramsey-heating-and-electric"
"Redinger Heating & Cooling","MOSCOW","Idaho","83843-8511","719 N MAIN ST
MOSCOW, Idaho 83843-8511","208-882-8152","https://www.redingerheating.com/","https://www.lennox.com/locate/dealer/id/moscow/redinger-htg-and-clg-inc"
"Robs Htg & Clg Inc","BLANCHARD","Idaho","83804-5007","411 HANAFORD RD
BLANCHARD, Idaho 83804-5007","208-437-0174","","https://www.lennox.com/locate/dealer/id/blanchard/robs-htg-and-clg-inc"
"Rocky Mountain HVAC & Construction","Cottonwood","Idaho","83522-5078","214 Substation Rd
Cottonwood, Idaho 83522-5078","","","https://www.lennox.com/locate/dealer/id/cottonwood/rocky-mountain-hvac-and-construction"
"TML Service Experts","BOISE","Idaho","83714-6346","120 E 40TH ST
BOISE, Idaho 83714-6346","(208) 488-4892","https://www.tmlservice.com","https://www.lennox.com/locate/dealer/id/boise/service-experts-063"
"Vogts Heating & Air","POCATELLO","Idaho","83204-3237","653 W CENTER ST
POCATELLO, Idaho 83204-3237","208-233-2504","http://vogtsheatingandair.com/","https://www.lennox.com/locate/dealer/id/pocatello/vogts-htg-and-air"
"A-Perfect Climate","ADDISON","Illinois","60101-3258","719 W FULLERTON AVE
ADDISON, Illinois 60101-3258","630-691-8380","http://www.aperfectclimateinc.com","https://www.lennox.com/locate/dealer/il/addison/a-perfect-climate"
"Dogtown Htg & Air","Urbana","Illinois","61802","1606 Willow View Rd
Urbana, Illinois 61802","(217) 566-5005","https://dogtownheatingandair.com/","https://www.lennox.com/locate/dealer/il/urbana/all-area-htg-and-ac-llc"
"All Temp Htg & A/C Inc","WAUCONDA","Illinois","60084-1954","124 E LIBERTY ST
WAUCONDA, Illinois 60084-1954","847-526-9082","http://www.alltemp.net","https://www.lennox.com/locate/dealer/il/wauconda/all-temp-htg-and-ac-inc"
"All Weather Control LLC","Batavia","Illinois","60510-3233","607 Pine St
Batavia, Illinois 60510-3233","708-828-0031","","https://www.lennox.com/locate/dealer/il/batavia/all-weather-control-llc"
"Allen Heating & Cooling Inc","ROCKFORD","Illinois","61107-4051","122 N 2ND ST
ROCKFORD, Illinois 61107-4051","815-398-1969","","https://www.lennox.com/locate/dealer/il/rockford/allen-htg-and-cling-inc"
"American Vintage Home Inc","EVANSTON","Illinois","60201-3029","1523 PAYNE ST
EVANSTON, Illinois 60201-3029","847-251-5255","","https://www.lennox.com/locate/dealer/il/evanston/american-vintage-home-inc"
"Anderson Plumbing & Htg Inc","ROCHELLE","Illinois","61068-1813","621 1ST AVE
ROCHELLE, Illinois 61068-1813","815-562-8784","","https://www.lennox.com/locate/dealer/il/rochelle/anderson-plumbing-and-htg-inc"
"Assured Appliance and Heating & Air","GENOA","Illinois","60135-1010","121 N EMMETT ST
GENOA, Illinois 60135-1010","847-293-0047","","https://www.lennox.com/locate/dealer/il/genoa/assured-appliance-and-htg-and-air"
"Awe Air Water Energy","Carol Stream","Illinois","60188-2405","297 Carlton Dr
Carol Stream, Illinois 60188-2405","630-293-7663","http://www.theawefactor.com/","https://www.lennox.com/locate/dealer/il/carol-stream/awe-air-water-energy"
"Barrett Heating & Cooling Inc","ALTON","Illinois","62002-6118","500 BELLE ST
ALTON, Illinois 62002-6118","618-465-3731","","https://www.lennox.com/locate/dealer/il/alton/barrett-htg-and-cooling-inc"
"Bartlett Heating and Air Conditioning","BARTLETT","Illinois","60103","1235 HUMBRACHT CIR STE 3
BARTLETT, Illinois 60103","630-372-7640","http://www.bartlettairheat.com","https://www.lennox.com/locate/dealer/il/bartlett/bartlett-htg-and-ac"
"Bash Heating & A/C","CHAMPAIGN","Illinois","61820-2512","809 PIONEER ST
CHAMPAIGN, Illinois 61820-2512","217-352-5127","","https://www.lennox.com/locate/dealer/il/champaign/bash-htg-and-ac"
"Bormida Mechanical Services Inc","Springfield","Illinois","62703","2100 E Clear Lake Ave
Springfield, Illinois 62703","217-210-2662","http://www.bormidamechanical.com/","https://www.lennox.com/locate/dealer/il/springfield/bormida-mechanical-svcs-inc"
"Borter Heating","Wheaton","Illinois","60187","441 Pleasant Hill Rd #0
Wheaton, Illinois 60187","630-668-5885","http://www.borterheating.com","https://www.lennox.com/locate/dealer/il/wheaton/borter-htg-and-ac-co-inc"
"Bratcher Htg & A/C","Champaign","Illinois","61822","2802 Hundman Dr
Champaign, Illinois 61822","217-378-4328","http://www.bratchercomfort.com/","https://www.lennox.com/locate/dealer/il/champaign/bratcher-htg-and-ac"
"Browns Heating & Cooling","CHICAGO","Illinois","60620-3932","8245 S LOOMIS BLVD
CHICAGO, Illinois 60620-3932","866-727-6967","","https://www.lennox.com/locate/dealer/il/chicago/browns-htg-and-cooling"
"Charles McDuffee Co","NORTH AURORA","Illinois","60542-1625","7 S ADAMS ST
NORTH AURORA, Illinois 60542-1625","630-897-2600","www.mcduffeeheating-cooling.com","https://www.lennox.com/locate/dealer/il/north-aurora/charles-mcduffee-co"
"Climate Co","BREESE","Illinois","62230-4317","14160 STOLLETOWN RD
BREESE, Illinois 62230-4317","618-526-2135","","https://www.lennox.com/locate/dealer/il/breese/climate-co"
"Collards Htg & AC","HERRIN","Illinois","62948-3614","108 E WALNUT ST
HERRIN, Illinois 62948-3614","618-942-2939","","https://www.lennox.com/locate/dealer/il/herrin/dr-boston-collard-htg-and-ac"
"Comfort Masters Service Experts","WHEELING","Illinois","60090-3225","236 EGIDI DR STE B
WHEELING, Illinois 60090-3225","847.419.0909","https://www.comfortmasterserviceexperts.com","https://www.lennox.com/locate/dealer/il/wheeling/comfort-masters-service-experts"
"Controlled Comfort HVAC Inc","Carpentersville","Illinois","60110","1050 Tamarac Dr
Carpentersville, Illinois 60110","224-699-9229","","https://www.lennox.com/locate/dealer/il/carpentersville/controlled-comfort-hvac-inc"
